caption,entity_1,entity_2,entity_3,image_name,index_1,index_2,index_3,id
A dog sitting in a truck with his head out of the window.,truck,dog,window,000000438751.jpg,6,2,13,640384
"a cutting board with a knife, carrot, peeled onions, and a bowl of chopped green vegetables",carrot,bowl,knife,000000384750.jpg,8,15,6,591442
A gray cat sitting on a desk looking into a mirror.,cat,mirror,desk,000000258998.jpg,3,11,7,188461
"A plate of food with a fork, spoon and a coffee mug.",spoon,fork,plate,000000036652.jpg,9,7,2,290410
"A computer desk with a monitor, a keyboard and mouse, and several other computer accessories.",mouse,desk,keyboard,000000398567.jpg,12,4,10,100238
A person standing near a white toilet bowl ,person,bowl,toilet,000000045016.jpg,2,8,7,505018
An Apple laptop beside a fantasy novel on a desk,apple,desk,laptop,000000477643.jpg,2,10,3,651143
A very cute orange cat sitting on a desk.,orange,cat,desk,000000513312.jpg,4,5,9,465630
"BOWL OF DIP WITH SPOON, DIFFERENT VEGETABLES ON A PLATE",spoon,bowl,plate,000000250698.jpg,5,1,11,100706
A half eaten pizza on a plate with a fork.,fork,pizza,plate,000000446006.jpg,10,4,7,17007
Person touching their television remote to operate tv or cable device.,person,tv,remote,000000128431.jpg,1,8,5,225255
An orange and white cat sitting on top of a laptop computer.,orange,cat,laptop,000000299103.jpg,2,5,11,115859
a close up of a dog on a person legs on a couch,couch,person,dog,000000237897.jpg,13,9,6,576904
A laptop and desk in the reflection of a mirror.,mirror,desk,laptop,000000378807.jpg,10,4,2,556908
"A printer sitting next to a desk with a laptop, computer monitor and mouse on it.",mouse,desk,laptop,000000231102.jpg,16,7,10,302900
"A view of living room with a colorful couch, laptop, and vase.",couch,vase,laptop,000000215227.jpg,9,14,11,249896
a mac mouse and keyboard on a desk,mouse,desk,keyboard,000000132001.jpg,3,8,5,3940
An orange and white cat sitting on a wooden bench,orange,cat,bench,000000262118.jpg,2,5,10,300684
A barbecue sandwich and chips on a plate on a table with a glass and more barbecue in a bowl.,bowl,sandwich,plate,000000097976.jpg,20,3,8,476177
a bath room with a sink a mirror and a toilet,mirror,toilet,sink,000000007214.jpg,8,11,6,448063
a kitchen with refrigerator a microwave and a sink,refrigerator,sink,microwave,000000294978.jpg,4,9,6,229439
A person in a hat is laying in the grass and using a laptop.,person,laptop,hat,000000396380.jpg,2,14,5,380979
A spoon and fork that is next to a slice of cake.,spoon,fork,cake,000000084273.jpg,2,4,12,779065
An adult elephant walking in the side view mirror of a car.,elephant,mirror,car,000000111789.jpg,3,9,12,139805
"A dog and a cat lay on a bed.
",bed,cat,dog,000000136373.jpg,9,5,2,144489
a white cat is sitting next to a green plate with a half of sandwich,cat,sandwich,plate,000000046090.jpg,3,15,10,253800
A person is holding his toothbrush next to a sleeping cat.,cat,person,toothbrush,000000033924.jpg,11,2,6,22347
A dog in a rear view of a car mirror through a car window. ,mirror,dog,window,000000241288.jpg,10,2,14,582267
"A view of a computer desk with laptop, mouse, and printer.",mouse,desk,laptop,000000127558.jpg,11,7,9,366109
A plate with chocolate cake and doughnuts made as a train,train,cake,plate,000000108840.jpg,11,5,2,695267
a dog laying in a bed on the ground near  chair,chair,bed,dog,000000461098.jpg,11,6,2,504325
A cat lying on top of a laptop on a bed.,bed,cat,laptop,000000309568.jpg,11,2,8,579015
A plate topped with a pizza being cut with a spoon.,spoon,pizza,plate,000000295193.jpg,11,6,2,603015
A small black cat sitting on the window of a car.,cat,window,car,000000376643.jpg,4,8,11,380630
"An empty bathroom containing a sink, bath, toilet and a rug with a shoe on it.",shoe,toilet,sink,000000427835.jpg,16,10,6,362420
Travel books are stacked on top of an Apple laptop keyboard.,apple,laptop,keyboard,000000252277.jpg,9,10,11,635144
An orange cat sitting underneath a white umbrella.,orange,cat,umbrella,000000286141.jpg,2,3,8,387026
a desk with a keyboard a mouse and monitors,mouse,desk,keyboard,000000521514.jpg,7,2,5,592708
A coffee cup sitting on a computer desk in front of a keyboard.,cup,desk,keyboard,000000280688.jpg,3,9,14,775229
a desk with a cup sits next to a laptop ,cup,desk,laptop,000000124601.jpg,5,2,10,400147
A cat with it's mouth wide open laying next to an open blue bottle on a window sill.,bottle,cat,window,000000315073.jpg,15,2,18,24265
A man holding a cat with his TV remote and a soda on his lap.,cat,tv,remote,000000022451.jpg,5,8,9,592826
A plate with a bowl of food and a half banana on it.,bowl,banana,plate,000000512912.jpg,5,11,2,299648
"A living room with just a couch, chair, table, and a tv.",couch,chair,tv,000000334251.jpg,7,9,15,51027
Cat lying on person's lap next to laptop computer.,cat,person,laptop,000000370030.jpg,1,4,9,709845
a cat sits in a bed with a tie on ,tie,bed,cat,000000406395.jpg,9,6,2,741456
A brown cat lying inside a suitcase  next to a chair,chair,cat,suitcase,000000283355.jpg,11,3,7,506703
There is a stuffed bear in a chair on the toilet.,chair,bear,toilet,000000569672.jpg,8,5,11,166871
A person wearing a hat and glasses with a refrigerator behind them.,person,hat,refrigerator,000000435632.jpg,2,5,10,526329
a desk with a cup and a keyboard ,cup,desk,keyboard,000000439651.jpg,5,2,8,592666
A man sleeping in a bed by a dog and remote controller.,bed,remote,dog,000000330481.jpg,6,11,9,527250
a orange cat with a purple hat on its head,orange,cat,hat,000000238602.jpg,2,3,7,465624
a living room with a couch a tv and a window,couch,tv,window,000000467334.jpg,6,8,11,230851
A bathroom with a sink under a large mirror next to a toilet.,mirror,toilet,sink,000000387616.jpg,9,13,5,533370
a desk with both a laptop and a keyboard on it ,desk,laptop,keyboard,000000516668.jpg,2,6,9,203388
"A cat is sitting on a counter near a microwave, knives, and sink.",cat,sink,microwave,000000174113.jpg,2,15,10,288019
"A couple sits on a couch, the man holding a laptop, the woman holding a dog.",couch,laptop,dog,000000575882.jpg,6,12,18,47280
A man in a colorful umbrella hat holds an orange.,orange,umbrella,hat,000000195998.jpg,10,6,7,125208
Black-and-white image of a living room with a cat in a sunny window and pops of red in a chair cushion and amaryllis.,chair,cat,window,000000267321.jpg,24,13,17,421060
"Living room with a couch, two chairs, book shelves and a tv",couch,tv,book,000000327726.jpg,5,14,10,404891
A person jumping on top of a bed next to a window.,bed,person,window,000000402142.jpg,8,2,12,712509
The man in the wheel chair smiles holding a plate of food and a cup. ,chair,cup,plate,000000525533.jpg,6,15,10,732145
A dog in the side mirror of a car in the back seat.,mirror,dog,car,000000403360.jpg,6,2,9,142285
A cat is lying in a bed on a desk.,bed,cat,desk,000000288724.jpg,7,2,10,807943
"A kitchen with microwave, toaster, sink and fridge",toaster,sink,microwave,000000107454.jpg,6,8,4,553107
A plate with a toasted bread sandwich cut in half and a small bowl of soup next to it.,bowl,sandwich,plate,000000157158.jpg,14,7,2,176155
a zebra sticking its head into a car window,zebra,window,car,000000067414.jpg,2,9,8,553607
A dog sleeping next to a person on a couch. ,couch,person,dog,000000115721.jpg,10,7,2,239400
A tin vase filled with apple blossoms sits on a folding chair.,chair,apple,vase,000000090429.jpg,12,6,3,614998
An orange plate depicting a white horse above wooden table.,horse,orange,plate,000000123764.jpg,7,2,3,323385
A person on a sidewalk standing under an umbrella with a dog.,person,umbrella,dog,000000558826.jpg,2,9,12,559102
a person holding a cat and a laptop in their lap.,cat,person,laptop,000000496517.jpg,5,2,8,225333
Two iMac computers are on a desk with a mouse and keyboard.,mouse,desk,keyboard,000000010476.jpg,11,8,13,649916
A yellow and white cat sitting next to a book on a bed.,bed,cat,book,000000190690.jpg,13,5,10,585553
"A small, black cat sleeps next to a mouse and keyboard.",cat,mouse,keyboard,000000315663.jpg,5,10,12,345227
A dog is lying on the bed beside a remote control.,bed,remote,dog,000000352965.jpg,7,10,2,611515
A living room complete with a couch sliding door and a window.,couch,door,window,000000338558.jpg,7,9,12,120734
A laptop and cup on a wooden desk.,cup,desk,laptop,000000304716.jpg,4,8,2,461959
An orange tabby cat lays in a white wicker chair.,orange,chair,cat,000000374376.jpg,2,10,4,722656
"a journal, notebook, keys, book and backpack on a beige couch",couch,backpack,book,000000204256.jpg,14,10,8,391775
An orange cat sitting on top of a chair.,orange,chair,cat,000000178178.jpg,2,9,3,355620
The dog is laying on the bed next to the laptop. ,bed,laptop,dog,000000548912.jpg,7,11,2,427398
A teddy bear is holding the remote control next to the tv.,bear,tv,remote,000000099636.jpg,3,12,7,601806
The room has a nightstand next to the bed and a desk with a chair.,chair,bed,desk,000000375590.jpg,16,10,13,636182
A person pats the head of a teddy bear sitting in a chair.,chair,bear,person,000000067015.jpg,13,9,2,177416
Person eating pizza that is on a paper plate.,person,pizza,plate,000000226988.jpg,1,3,9,12055
An orange and black cat laying in a bathroom sink.,orange,cat,sink,000000221966.jpg,2,5,10,615876
A man on a bed reading a book wearing a hat.,bed,hat,book,000000046580.jpg,5,11,8,325925
a person in a brown shirt on a blue couch and a laptop,couch,person,laptop,000000391474.jpg,10,2,13,629512
A cat sitting on a desk with its tail hanging over a keyboard .,cat,desk,keyboard,000000233169.jpg,2,6,13,336074
"Computer monitor, a laptop, and water bottle rest on the desk top",bottle,desk,laptop,000000295317.jpg,10,14,6,768071
A person is petting a small dog with a Frisbee in it's mouth.,frisbee,person,dog,000000146623.jpg,10,2,7,422156
A knife that is next to a orange in a bowl.,orange,bowl,knife,000000022775.jpg,8,11,2,767938
"A bowl of soup, a pickle, and a sandwich are on a plate. ",bowl,sandwich,plate,000000530630.jpg,2,11,15,31519
A desk with a computer a keyboard and a mouse,mouse,desk,keyboard,000000163692.jpg,11,2,8,116277
A person sitting on a flat paddle boat with their dog.,person,boat,dog,000000097580.jpg,2,8,11,723514
An empty bed in a hotel room next to a chair and a window.,chair,bed,window,000000481725.jpg,11,3,14,72246
" A banana, tomato and apple laying on a desk",apple,desk,banana,000000395169.jpg,6,10,2,134350
A cat is lying on a computer desk beside the keyboard.,cat,desk,keyboard,000000354799.jpg,2,9,12,397529
A house with a door and window has a bench in front of it surrounded by bushes,door,bench,window,000000490850.jpg,5,10,7,86040
An Apple laptop sitting on a wooden desk in an office.,apple,desk,laptop,000000133629.jpg,2,8,3,483485
"A train cabin that contains a couch, a mirror, a picture, and overhead bins.",couch,train,mirror,000000074743.jpg,7,2,10,152820
"A kitchen with a table, refrigerator, oven, stove and a sink.",oven,refrigerator,sink,000000221753.jpg,9,7,14,355282
A photo of a man with a person shoe up to his chest and a frisbee in the air.,shoe,frisbee,person,000000303814.jpg,9,16,8,130644
"A small desk with a laptop on it, next to a brown chair.",chair,desk,laptop,000000357870.jpg,14,3,6,24440
a sandwich on a plate and a cup of latte,cup,sandwich,plate,000000379285.jpg,8,2,5,438472
A sandwich on a plate next to bread and a knife on a board,sandwich,knife,plate,000000105208.jpg,2,11,5,752447
Long haired black cat lying on laptop keyboard.,cat,laptop,keyboard,000000148525.jpg,4,7,8,592410
"A plate with a banana, berries and a donut. ",donut,banana,plate,000000532624.jpg,10,5,2,551059
a cat laying on a fluffy bed next to a teddy bear,bed,bear,cat,000000528591.jpg,7,12,2,96654
A white plate filled with food and a knife with a fork.,fork,knife,plate,000000539071.jpg,12,9,3,738682
Two people pushing a boat with a person and bicycle inside.,person,bicycle,boat,000000504894.jpg,8,10,5,242625
A black dog standing in the bed of a red pickup truck.,bed,truck,dog,000000115119.jpg,7,12,3,221776
Person laying on an outdoor bench with the dog overlooking the mountain. ,person,bench,dog,000000094769.jpg,1,6,9,801445
A multicolored cat in an open suitcase on a bed.,bed,cat,suitcase,000000035774.jpg,12,5,9,320939
A person with a hat and a suitcase.,person,suitcase,hat,000000449485.jpg,2,8,5,645439
A piece of cake on a plate with  a fork.,fork,cake,plate,000000166805.jpg,10,4,7,72144
a coffee cup sitting on a book and a keyboard,cup,keyboard,book,000000500792.jpg,3,10,7,519921
A view through a rear view car mirror with a dog in it.,mirror,dog,car,000000024289.jpg,8,11,7,256224
A cat sitting inside a toilet bowl looking alert.,cat,bowl,toilet,000000168834.jpg,2,7,6,687585
"A desk with a computer, a keyboard, a mouse, a bobble head, speakers and a lava lamp on it.",mouse,desk,keyboard,000000398567.jpg,12,2,9,97085
A black sink that has a clear pedestal bowl is sitting under a window. ,bowl,sink,window,000000456070.jpg,10,3,15,453817
A zebra nuzzling a man's hand at an open car window on a road.,zebra,window,car,000000272729.jpg,2,14,13,147472
a person laying in a bed with a tv,bed,person,tv,000000421188.jpg,6,2,9,314889
"A person lounging on a bed in a room filled with bikes, furniture, and a TV",bed,person,tv,000000045463.jpg,6,2,18,127218
a cat almost all the way inside the bowl of a toilet ,cat,bowl,toilet,000000086687.jpg,2,9,12,779285
A person sitting with a book and an umbrella alongside a street.,person,umbrella,book,000000288194.jpg,2,9,6,787568
A cat sits on the legs of a person using a laptop computer.,cat,person,laptop,000000118680.jpg,2,9,12,772783
a person at a table with a plate of food and a cup,cup,person,plate,000000348371.jpg,13,2,8,406812
A flat screen tv and a laptop on a desk ,tv,desk,laptop,000000426303.jpg,4,10,7,570451
"A dining table with a plate of sandwiches, cup and a bowl ",cup,bowl,plate,000000020601.jpg,10,13,6,538491
A rusty old truck in weeds with a cat inside the window ,cat,truck,window,000000326433.jpg,9,4,12,600388
Cat standing in window of large furniture delivery vehicle near mirror. ,cat,mirror,window,000000548240.jpg,1,11,4,651782
The person is cutting into a pizza with a knife. ,person,pizza,knife,000000317896.jpg,2,7,10,795344
a bath room with a sink a toilet and a window,toilet,sink,window,000000221546.jpg,8,6,11,245687
a black orange white and black cat is laying in a suitcase,orange,cat,suitcase,000000360157.jpg,3,7,12,371791
A person is feeding a donut to the cat. ,cat,person,donut,000000078026.jpg,9,2,6,765299
A cat sleeping on top of a remote on a couch,couch,cat,remote,000000396578.jpg,11,2,8,104479
"A table with a monitor screen, keyboard, mouse, scissors, phone handset, pens and a book",mouse,keyboard,book,000000332706.jpg,10,8,21,542408
A person walking on a path with an orange umbrella.,orange,person,umbrella,000000001216.jpg,9,2,10,824358
A bedroom with a made bed and a laptop computer on a desk with paper work. ,bed,desk,laptop,000000403194.jpg,6,14,9,486642
"A living area with a bicycle, bed and desk with computer.",bed,bicycle,desk,000000278411.jpg,8,6,10,348055
Cat walking on the desk to get to the soda bottle,bottle,cat,desk,000000002471.jpg,11,1,5,586452
Bright orange flatbed truck parked next to a chocolate store.,orange,bed,truck,000000439390.jpg,2,4,5,99835
An orange cat lounges on top of a refrigerator.,orange,cat,refrigerator,000000168963.jpg,2,3,10,783193
A few graphic novels and a laptop on a couch in front of a tv,couch,tv,laptop,000000489728.jpg,10,15,7,270443
"A book laying on a bed with wood posts and white fabric tied to the posts, with a view of the woods outside the window.",bed,book,window,000000044989.jpg,6,2,26,156630
A cat is standing on the oven door while staring into it.,door,cat,oven,000000318722.jpg,8,2,7,38714
People and a dog pose in and around a motorcycle and sidecar. ,motorcycle,dog,car,000000497119.jpg,10,4,13,24635
"A bathroom with white tiles, a mirror, a sink, and toilet",mirror,toilet,sink,000000484304.jpg,8,14,11,62088
"A broccoli, cheese, and meat pizza on a white plate.",pizza,broccoli,plate,000000453563.jpg,8,2,12,100440
A bird sitting on top of a bench and a cat sitting underneath it.,cat,bench,bird,000000013040.jpg,11,8,2,769250
A large orange and striped cat laying next to a bottle of booze.,orange,bottle,cat,000000510235.jpg,3,11,6,274695
"A toilet with a sink, mirror and tiled floors",mirror,toilet,sink,000000520489.jpg,7,2,5,542015
a brown table with a toaster a plate and a black microwave,toaster,plate,microwave,000000291784.jpg,6,8,12,216873
A cat standing under a metal chair that is placed in a yard and has a vase of flowers on it.,chair,cat,vase,000000472399.jpg,7,2,17,31592
A person with a hat and tie on yells.,tie,person,hat,000000538281.jpg,7,2,5,148570
a young person sitting at a booth with a large plate of pizza ,person,pizza,plate,000000319765.jpg,3,13,11,140396
"A computer keyboard and mouse on a desk, with many cords around it.",mouse,desk,keyboard,000000264888.jpg,6,9,4,794065
A cat laying on a bed by a window.,bed,cat,window,000000132578.jpg,6,2,9,338274
A calico cat sniffing the window frame of a very old car. ,cat,window,car,000000573195.jpg,3,7,13,600264
A person holding an apple with a fork stuck in it.,fork,person,apple,000000524929.jpg,8,2,5,794321
A cat laying next to a keyboard under a laptop computer.,cat,laptop,keyboard,000000361255.jpg,2,10,7,392775
Gray and white dog sitting on top of the bed with a black cat. ,bed,cat,dog,000000526664.jpg,10,14,4,766523
a person cutting a pizza with knife on a cutting board,person,pizza,knife,000000297990.jpg,2,5,7,698955
A person with a cat in their lap is sitting in front of a laptop.  ,cat,person,laptop,000000419143.jpg,5,2,15,799607
"Dog hanging out a car window, as seen in a side view car mirror.",mirror,dog,window,000000384935.jpg,15,1,6,308414
a clear blender with a creamy liquid next to a toaster oven,oven,blender,toaster,000000282239.jpg,12,3,11,447302
A Calico cat laying down on a desk in front of a computer with head on a book.,cat,desk,book,000000136559.jpg,3,8,19,240931
A person with a bicycle and one with a skateboard walking past a University sign.,person,bicycle,skateboard,000000575274.jpg,2,5,10,413276
"A sink, soap, toilet and a mirror ",mirror,toilet,sink,000000192554.jpg,9,6,2,506640
a brown black and white dog a hat blanket book and grass,hat,dog,book,000000410904.jpg,8,6,10,828265
"A living area with couch, laptop, desk and rug.",couch,desk,laptop,000000489203.jpg,5,9,7,409820
A person wearing a hat standing on some steps with a toothbrush in his mouth.,person,toothbrush,hat,000000563574.jpg,2,12,5,748090
A cat is perched upon a toilet bowl staring at a visitor.,cat,bowl,toilet,000000023815.jpg,2,8,7,79470
Black dog with head out of the window in the side view mirror,mirror,dog,window,000000441083.jpg,13,2,8,334710
a close up of cake on a plate near a cup,cup,cake,plate,000000392943.jpg,11,5,8,655529
An orange cat is drinking water from a a toilet.,orange,cat,toilet,000000482545.jpg,2,3,10,198324
an orange and white cat is sitting on a blue chair,orange,chair,cat,000000049062.jpg,2,11,5,422575
"A door of a train, with a suitcase in front.",door,train,suitcase,000000453545.jpg,2,5,9,814344
"A kitchen with a dishwasher, refrigerator, sink and microwave in it.",refrigerator,sink,microwave,000000401721.jpg,7,9,11,274234
A cat that is sitting at a desk next to a laptop.,cat,desk,laptop,000000506095.jpg,2,8,12,472744
"A banana, a cup, and a couple of pens on a desk. ",cup,desk,banana,000000168546.jpg,5,14,2,628194
"A very small oven, sink, and refrigerator in a room.",oven,refrigerator,sink,000000396421.jpg,4,9,6,570828
"Two laptops, a keyboard and a monitor on a desk in front of a baby bassinet and TV.",tv,desk,keyboard,000000306485.jpg,20,11,5,379826
A person laying on a bed reading a book.,bed,person,book,000000046580.jpg,6,2,9,324215
A desk with a laptop and a keyboard and monitor sitting on it.,desk,laptop,keyboard,000000051799.jpg,2,5,8,598717
A person standing in front of a window holding a red umbrella.,person,umbrella,window,000000019198.jpg,2,12,8,75389
a cat is sleeping on top of a laptop keyboard,cat,laptop,keyboard,000000057460.jpg,2,9,10,262392
Small child sits on a bed and touches a laptop keyboard. ,bed,laptop,keyboard,000000164005.jpg,6,10,11,80924
"A large sandwich on a table, a bowl of snacks and someone holding a hot dog on a carry out tray.",bowl,sandwich,dog,000000118246.jpg,9,3,17,258635
A person sitting in a chair while riding on a boat.,chair,person,boat,000000274763.jpg,6,2,11,253762
A bird has its head in the empty bowl with a spoon. ,spoon,bowl,bird,000000388905.jpg,12,9,2,448616
A table with many scattered objects on it including a laptop bowl of oatmeal and half eaten banana on it. ,bowl,laptop,banana,000000140988.jpg,12,11,18,229668
a person playing with a cat in a car,cat,person,car,000000234467.jpg,6,2,9,332517
 a person holding onto a mouse while using a keyboard ,person,mouse,keyboard,000000573501.jpg,2,6,10,326558
"A bathroom with white sink, toilet, mirror, vanity, tiled floors, and shower stall. ",mirror,toilet,sink,000000026069.jpg,9,7,5,78639
Images of a giraffe and a Zebra in the window.,giraffe,zebra,window,000000233566.jpg,4,7,10,622757
A cat sitting on a cabinet next to a dog on a toilet.,cat,toilet,dog,000000164186.jpg,2,13,10,754699
A cat looking at a dog from on top of a couch.,couch,cat,dog,000000273885.jpg,12,2,6,132651
A person sitting on a couch using a laptop.,couch,person,laptop,000000579648.jpg,6,2,9,200301
A cat is sitting on a chair next to the keyboard.  ,chair,cat,keyboard,000000033571.jpg,7,2,11,33721
an unmade twin bed with a desk and chair,chair,bed,desk,000000497488.jpg,10,5,8,393928
A living room with a leather couch and giraffe print chair,couch,chair,giraffe,000000428381.jpg,7,11,9,128991
A large clock tower in a train station under a glass window.,train,clock,window,000000363505.jpg,7,3,12,70876
A small dog with a blue snow hat on its head while it lays on a couch.,couch,hat,dog,000000163813.jpg,17,8,3,82411
"A bathroom has a toilet, window, tub, and sink in it.",toilet,sink,window,000000180040.jpg,5,12,7,491178
A buff and white cat on a desk curls up with a computer mouse.,cat,mouse,desk,000000343552.jpg,5,15,8,440539
A cat laying on top of a bed next to a window.,bed,cat,window,000000393432.jpg,8,2,12,202458
A slice of pizza on a paper plate with a cup of beer.,cup,pizza,plate,000000174711.jpg,11,4,8,239917
A side mirror of a car with a bus reflected in it,mirror,bus,car,000000012567.jpg,3,9,6,235617
Person typing on laptop keyboard  on wood table.,person,laptop,keyboard,000000537160.jpg,1,4,5,507926
"A basic bathroom with a toilet, sink and mirror.",mirror,toilet,sink,000000061422.jpg,10,6,8,28779
A triple layer wedding cat sitting on top of a cake plate.,cat,cake,plate,000000209590.jpg,5,11,12,273252
A young person is on the couch with a dog.,couch,person,dog,000000221840.jpg,7,3,10,605409
A motion shot of person riding on a horse closely chasing a cow in a dirt arena.,horse,person,cow,000000467063.jpg,9,5,13,506880
A bathroom with a sink and mirror has a tub with a sliding glass door.,door,mirror,sink,000000180503.jpg,15,7,5,221232
A cat laying on top back seat of a car window.,cat,window,car,000000344368.jpg,2,11,10,785594
a plate with a knife two tomatoes and a yellow laptop,laptop,knife,plate,000000201192.jpg,11,5,2,628808
A horse is being fed a carrot by a person.,horse,carrot,person,000000287682.jpg,2,7,10,737592
"A spoon next to a plate with fish, rice, beans and broccoli.",spoon,broccoli,plate,000000151096.jpg,2,14,6,555710
A dog and a cat laying on a couch.,couch,cat,dog,000000447928.jpg,9,5,2,755881
this teddy bear is dressed up with a top hat and bow tie,tie,bear,hat,000000574130.jpg,13,3,10,651040
A man is eating pizza with a fork and knife.,fork,pizza,knife,000000213790.jpg,8,5,10,129040
"A kitchen counter, stove top with pans, microwave oven, and open refrigerator.",oven,refrigerator,microwave,000000249470.jpg,11,15,10,35550
a person holding a cup next to a microwave,cup,person,microwave,000000146015.jpg,5,2,9,761382
A man holds a plate of pizza with a dog in his lap.,pizza,dog,plate,000000323109.jpg,7,10,5,172477
"On the surface of a desk sits a computer mouse, a cup and some paper.",cup,mouse,desk,000000501909.jpg,14,11,6,143400
A chair holding a laptop that is facing towards an oven.,chair,oven,laptop,000000202740.jpg,2,11,5,334180
A cat sleeping next to a large white teddy bear wearing birthday hat.,bear,cat,hat,000000071090.jpg,10,2,13,7026
"A bathroom area with a sink, toilet and a mirror.",mirror,toilet,sink,000000525265.jpg,11,8,6,374218
A person feeds a carrot to a giraffe,carrot,person,giraffe,000000309152.jpg,5,2,8,331308
A brown dog curled up on a bed next to a person.,bed,person,dog,000000521355.jpg,8,12,3,187495
a cat stiing by a desk with a paw on a keyboard ,cat,desk,keyboard,000000078741.jpg,2,7,13,359070
A man stops his motorcycle to read the advertisement on the bus bench.,motorcycle,bench,bus,000000475407.jpg,5,13,12,352607
A plate of cake that has chocolate in it as well as a bottle of milk.,bottle,cake,plate,000000166036.jpg,14,4,2,40680
"A bowl of corn chowder with broccoli, and a spoon on the side.",spoon,bowl,broccoli,000000092107.jpg,11,2,7,266564
A transit bus splashing through a puddle as a person walks by with an umbrella.,person,umbrella,bus,000000447065.jpg,11,16,3,359036
"A half sliced cheese pizza near a fork, a knife, and a glass.",fork,pizza,knife,000000570947.jpg,8,5,11,505742
a white plate with a slice of pizza and a black small bowl,bowl,pizza,plate,000000138310.jpg,13,8,3,458075
"A guitar case, suitcase and a backpack sitting on the ground near a bench.",backpack,suitcase,bench,000000038274.jpg,8,5,15,516150
A fried donut sandwich that's on a plate,donut,sandwich,plate,000000515355.jpg,3,4,9,14632
a small black brown and white cat a person and an apple,cat,person,apple,000000337275.jpg,7,9,12,369580
A GREY LAPTOP AND A BLACK MOUSE SITTING ON A COMPUTER DESK,mouse,desk,laptop,000000306822.jpg,7,13,3,402564
A white toilet sitting between a car and a truck.,truck,toilet,car,000000187424.jpg,10,3,7,402640
There is a plate with pizza and a fork on it.,fork,pizza,plate,000000400333.jpg,9,6,4,251054
"A bathroom with a toilet, sink and mirror with a shower head.",mirror,toilet,sink,000000330429.jpg,9,5,7,786700
a desk with a light a chair a laptop and a map,chair,desk,laptop,000000084284.jpg,7,2,9,205016
A backpack rests in a chair next to a bed in a motel room.,backpack,chair,bed,000000097693.jpg,2,6,10,823221
A cat sitting on a couch with a laptop in front of it.,couch,cat,laptop,000000453400.jpg,6,2,9,688790
a sandwich in a bowl some bread and a knife,bowl,sandwich,knife,000000350328.jpg,5,2,10,252768
"A plate that is on a table near a knife, and fork.",fork,knife,plate,000000292538.jpg,13,10,2,747967
A computer desk topped with a monitor and a keyboard next to a mouse.,mouse,desk,keyboard,000000402779.jpg,15,4,11,118840
An Apple laptop is sitting with its desktop open near a small teddy bear and writing utensils. ,bear,apple,laptop,000000113132.jpg,14,2,3,160251
tiny little teddy bear sits on plate next to cup and bottles,bear,cup,plate,000000051894.jpg,4,10,7,357386
"View of open toaster oven, refrigerator, and shelves with food.",oven,refrigerator,toaster,000000489497.jpg,5,7,4,390966
A cat and a kitten laying on a bed next to a laptop.,bed,cat,laptop,000000057812.jpg,9,2,13,70430
A carrot cake is being sliced into with a knife,carrot,cake,knife,000000057100.jpg,2,3,10,424232
Bathroom sink with cupboards and person reflected in mirror.,person,mirror,sink,000000110560.jpg,7,10,2,90819
A very cute big dog hanging out of a car window.,dog,window,car,000000395997.jpg,5,11,10,481644
"A room with a desk, rug, chair and laptop. ",chair,desk,laptop,000000489203.jpg,9,5,11,406745
A plate with a slice of cake on top of it next to a fork.,fork,cake,plate,000000232865.jpg,15,7,2,307754
A cat curled up on a bed with a huge teddy bear.,bed,bear,cat,000000452807.jpg,7,12,2,433007
Dog wearing a cutout t-shirt sitting in the bed of a pick up truck. ,bed,truck,dog,000000365018.jpg,11,16,1,43606
"A fully tiled bathroom with a bathtub and bowl type sink, and a wooden framed mirror.",mirror,bowl,sink,000000534040.jpg,18,10,12,138434
A bottle of beer on a chair under an umbrella at the beach.,chair,bottle,umbrella,000000310085.jpg,7,2,10,471197
"The dog, cat, and bird are all on the floor in the room.",cat,bird,dog,000000456438.jpg,4,7,2,264130
An open door leading to a restroom with a toilet and sink,door,toilet,sink,000000347957.jpg,3,10,12,619511
A dog sits in a white car with the door open.,door,dog,car,000000395230.jpg,10,2,7,699703
A bedroom with a canopied bed and a wooden desk with a laptop on it.,bed,desk,laptop,000000177824.jpg,8,12,15,33552
A person wearing a Cat in the Hat costume in front of kids.,cat,person,hat,000000312081.jpg,5,2,8,204311
A black and white photo of a cat by a window and a bird perching on a plant.,cat,bird,window,000000569975.jpg,8,14,11,135267
The dog has a toy cake as it lies on the couch.,couch,cake,dog,000000327845.jpg,12,6,2,462839
"Food, beans, amd broccoli on an orange plate.",orange,broccoli,plate,000000297187.jpg,9,6,10,763125
A clear glass vase with purple flowers sits next to a blue bottle on a window ledge.,bottle,vase,window,000000169480.jpg,13,4,16,406347
A dog waiting patiently in the bed of a truck.,bed,truck,dog,000000154259.jpg,7,10,2,119485
A dogs reflection in a car door mirror.,door,mirror,car,000000428116.jpg,7,8,6,277689
A microwave and a toaster oven sit on a wooden stand.,oven,toaster,microwave,000000186614.jpg,6,5,2,739081
"An oven, refrigerator and sink are in a kitchen.",oven,refrigerator,sink,000000220096.jpg,2,4,6,452066
a cat laying on a laptop on a desk,cat,desk,laptop,000000383382.jpg,2,9,6,657143
An apple cut into many slices on a plate with a fork.,fork,apple,plate,000000297300.jpg,12,2,9,678806
