caption,entity_1,entity_2,entity_3,image_name,index_1,index_2,index_3,id
A mirror shot of a dog with its head out of the window. ,mirror,dog,window,000000441083.jpg,2,6,13,331959
"A piece of cake on a plate by a fork, is ready to be finished. ",fork,cake,plate,000000390134.jpg,10,4,7,332398
The dog rides with his head out the car window.,dog,window,car,000000441083.jpg,2,10,9,333804
Black dog with head out of the window in the side view mirror,mirror,dog,window,000000441083.jpg,13,2,8,334710
a plate of meat with broccoli and a knife,knife,broccoli,plate,000000027609.jpg,9,6,2,339503
a brown dog laying in his bed with his banana toy,bed,dog,banana,000000114891.jpg,7,3,10,343599
A cup of coffee sits next to a keyboard and mouse.,cup,mouse,keyboard,000000576369.jpg,2,11,9,345099
Cup of coffee on the desk in front of keyboard,cup,desk,keyboard,000000576369.jpg,1,6,10,347325
a man inside of a car holding a dog out of the window ,dog,window,car,000000401061.jpg,9,13,6,348028
A dog hanging out of a side window on a car.,dog,window,car,000000406932.jpg,2,8,11,353860
Person takes a picture through the side mirror reflection of them holding a small dog.,person,mirror,dog,000000401061.jpg,1,8,15,355441
Warm meal on the plate that includes broccoli and orange slices among other things,orange,broccoli,plate,000000132706.jpg,10,8,5,358059
"A table filled with pizza, carrot sticks, sandwich and glasses of wine.",carrot,sandwich,pizza,000000124759.jpg,7,10,5,364123
a small black brown and white cat a person and an apple,cat,person,apple,000000337275.jpg,7,9,12,369580
"Fruit bowl with banana, peach, grapes, apples and napkin with plate",bowl,banana,plate,000000571279.jpg,2,4,14,371514
A person extending a white plate holding a sandwich.,person,sandwich,plate,000000227582.jpg,2,9,6,380591
A bowl of chili and a half-eaten sandwich on a plate.,bowl,sandwich,plate,000000229191.jpg,2,10,13,383108
a close up of a person holding a plate wit ha sandwich,person,sandwich,plate,000000227582.jpg,6,12,9,384242
A person holds out a sandwich on a plate.,person,sandwich,plate,000000227582.jpg,2,6,9,386426
A half eaten sandwich next to a bowl of chili and an apple.,apple,bowl,sandwich,000000229191.jpg,13,8,4,386570
Two glasses of juice next to a knife and cut up pieces of orange and apple.,orange,apple,knife,000000124135.jpg,14,16,8,391948
Car driving in traffic with a dog in the side mirror ,mirror,dog,car,000000045655.jpg,11,7,1,394774
A person eating a plate of vegetables with a fork.,fork,person,plate,000000293855.jpg,10,2,5,399397
A black and white dog is catching an orange frisbee.,orange,frisbee,dog,000000147259.jpg,9,10,5,401566
An apple pancake on a blue plate with a knife on the edge.,apple,knife,plate,000000088349.jpg,2,10,7,403801
a close up of a knife and an orange on a desk,orange,desk,knife,000000377611.jpg,9,12,6,406896
Dog lying under desk next to chair in home setting.,chair,desk,dog,000000426874.jpg,7,4,1,420193
"The wooden plate has a banana, peaches, and a green apple.",apple,banana,plate,000000072275.jpg,13,6,3,420912
A person plays Frisbee with a dog that catches it,frisbee,person,dog,000000174042.jpg,4,2,7,425701
A fork is inside of a bowl of broccoli.,fork,bowl,broccoli,000000509855.jpg,2,7,9,431696
Broccoli is in a bowl with a fork. ,fork,bowl,broccoli,000000509855.jpg,8,5,1,432443
"A dog rests curled up under a desk, behind a chair.",chair,desk,dog,000000426874.jpg,12,8,2,432754
An up close image of a broccoli dish on a plate next to a glass of white wine and a bottle. ,bottle,broccoli,plate,000000311690.jpg,21,7,11,433838
A white bowl filled with broccoli and a large fork.,fork,bowl,broccoli,000000509855.jpg,10,3,6,436166
Broccoli is served in a bowl with a fork.,fork,bowl,broccoli,000000509855.jpg,9,6,1,439142
A dog in a mirror with a person in a room.,person,mirror,dog,000000024247.jpg,8,5,2,439245
A cow and a person on a horse in the dirt.,horse,person,cow,000000035671.jpg,8,5,2,440371
A white plate full of broccoli with a fork on it. ,fork,broccoli,plate,000000509855.jpg,9,6,3,440438
Mouse on a couch looking at broccoli dubiously.,couch,mouse,broccoli,000000283928.jpg,4,1,7,441750
a banana some oranges a lemon apples a bowl knife and cutting board,bowl,knife,banana,000000392850.jpg,9,10,2,443058
A person cutting food with a fork with chopsticks balanced on the plate. ,fork,person,plate,000000468934.jpg,7,2,14,452086
A reflection a person catching a frisbee in a mirror like object.,frisbee,person,mirror,000000356293.jpg,7,4,10,453626
Cake with ice cream and drizzle with fork on plate,fork,cake,plate,000000158635.jpg,8,1,10,461889
a slice of carrot cake on a white plate on a table,carrot,cake,plate,000000550862.jpg,4,5,9,475701
a dog laying underneath the blankets on a bed with a cat,bed,cat,dog,000000177913.jpg,9,12,2,476061
A piece of chocolate cake sitting on a plate with a fork. ,fork,cake,plate,000000574509.jpg,12,5,9,476267
A little girl in a cow boy hat on top of a big brown horse.,horse,cow,hat,000000473204.jpg,15,6,8,477795
a plate with a slice of cake and a fork on it ,fork,cake,plate,000000574509.jpg,10,7,2,484592
A dog asleep on the couch with its paw on the remote ,couch,remote,dog,000000058001.jpg,6,12,2,484968
A dog with its paw on a remote controller on a couch.,couch,remote,dog,000000058001.jpg,12,8,2,485427
A piece of chocolate cake and golden fork on a golden plate.,fork,cake,plate,000000574509.jpg,8,5,12,485771
Small dog sleeping on a couch with remote controls.,couch,remote,dog,000000058001.jpg,6,8,2,485784
A DOG SLEEPING ON A COUCH WITH HIS PAW ON A REMOTE,couch,remote,dog,000000058001.jpg,6,12,2,485883
A person riding a horse throwing a rope on a cow,horse,person,cow,000000485758.jpg,5,2,11,488572
A cup with a stirrer is sitting on a desk with a keyboard.,cup,desk,keyboard,000000114861.jpg,2,11,14,490369
A slice of cake and a fork sitting on a plate.,fork,cake,plate,000000550862.jpg,7,4,11,491826
A person is cutting the cake with a knife.,person,cake,knife,000000460183.jpg,2,6,9,492674
A Shetland sheep dog laying on a bed spread. ,bed,sheep,dog,000000080646.jpg,8,3,4,494454
The zebra is looking in the window of that car.,zebra,window,car,000000236925.jpg,2,7,10,495184
This plate has a grilled sandwich on it and someone has a fork hovering over it.,fork,sandwich,plate,000000340811.jpg,13,6,2,498367
A person is in the distance while a brown dog is in midair and is running after a frisbee.,frisbee,person,dog,000000307531.jpg,20,2,10,499635
A white bowl filled with broccoli and carrot slices.,carrot,bowl,broccoli,000000262325.jpg,8,3,6,502903
A piece of cake sitting on top of a bowl next to a fork.,fork,cake,bowl,000000402712.jpg,14,4,10,503661
"some pecans in a bowl next to an apple, orange and some yogurt",orange,apple,bowl,000000444515.jpg,12,10,6,506391
"An apple, orange, yogurt, and peanuts that are sitting in a plastic bowl. ",orange,apple,bowl,000000444515.jpg,4,2,16,506742
The fork is in a bowl of layered cake.,fork,cake,bowl,000000402712.jpg,2,9,6,507207
A yellow dog relaxing with a leash attached to a chair and a blue bowl of water nearby.,chair,bowl,dog,000000256628.jpg,11,15,3,511206
A croissant sandwich and a glass of water are set by the window with a vase of yellow flowers.,vase,sandwich,window,000000111749.jpg,16,3,13,512891
"A bowl with grapes, an orange and a pear on another plate with fruit.",orange,bowl,plate,000000267349.jpg,7,2,13,514696
A dog laying on top of a bed in front of a red book.,bed,dog,book,000000108315.jpg,8,2,14,523102
A dog sitting next to a book on top of a bed. ,bed,dog,book,000000108315.jpg,12,2,7,527761
A holographic person jumping over a horse with a skateboard. ,horse,person,skateboard,000000088455.jpg,8,4,11,528496
A dog sits on a bed next to a large book. ,bed,dog,book,000000108315.jpg,6,2,11,529921
The dog and the book are lying on the bed.,bed,dog,book,000000108315.jpg,10,2,5,532129
Apple in and over-flowing a bowl on a windowsill with a rose in a vase.,apple,vase,bowl,000000003742.jpg,1,19,8,533245
A person cutting a cake and some bottle on the table,bottle,person,cake,000000209548.jpg,8,2,5,538489
A bowl full of apples sitting next to a vase and a mirror.,vase,mirror,bowl,000000003742.jpg,10,13,2,538843
"A still-life with a bowl of apples, a mirror, and a red rose in a vase.",vase,mirror,bowl,000000003742.jpg,20,12,7,538909
A bowl of soup with a white spoon in it next to a plate filled with food.,spoon,bowl,plate,000000351319.jpg,8,2,14,539422
"A white bowl filled with oranges, an apple and a banana.",apple,bowl,banana,000000215901.jpg,9,3,12,539814
A woman in a car taking a photo of herself and her dog as seen from a side-view mirror .,mirror,dog,car,000000077689.jpg,21,13,5,543371
Seen as a reflection in a side view mirror: A woman sitting in the pasenger seat of a car with a dog in her lap and a camera in her hand ,mirror,dog,car,000000077689.jpg,9,24,21,544703
A table full of plate and cake and knife,cake,knife,plate,000000405882.jpg,7,9,5,547937
"Two donuts, banana, cup and a book on the table.",cup,banana,book,000000008711.jpg,6,4,9,549835
A person is holding a spoon of peanut butter next to a glass of milk and a banana.,spoon,person,banana,000000103490.jpg,6,2,18,558524
A person riding a horse by a very big cow.,horse,person,cow,000000140542.jpg,5,2,10,560870
a sandwich on a plate with lettuce and a fork,fork,sandwich,plate,000000347216.jpg,10,2,5,562676
A sandwich and a salad sitting on a plate with a fork.,fork,sandwich,plate,000000347216.jpg,12,2,9,563774
a cake roll with a fork on a plate,fork,cake,plate,000000015155.jpg,6,2,9,565313
A white plate topped with a pastry dessert and a knife and fork.,fork,knife,plate,000000434513.jpg,13,11,3,567084
"A tree, dog, chicken and horse figures stuck into the icing of a cake. ",horse,cake,dog,000000330022.jpg,8,16,4,576259
A piece of cake is sitting on a plate with a fork sticking out.,fork,cake,plate,000000278988.jpg,12,4,9,576325
A slice of banana bread on a plate with a fork.,fork,banana,plate,000000131841.jpg,11,4,8,577285
A person walks with a backpack being followed by a dog.,backpack,person,dog,000000064710.jpg,6,2,11,579531
A dog is sitting on a bed looking out of the window.,bed,dog,window,000000309872.jpg,7,2,12,582551
a desk that has a keyboard and a cup on it,cup,desk,keyboard,000000439651.jpg,9,2,6,586750
a desk with a cup and a keyboard ,cup,desk,keyboard,000000439651.jpg,5,2,8,592666
a fork a white plate with a sandwich and some mustard,fork,sandwich,plate,000000402528.jpg,2,8,5,593960
Plate of food resting in front of keyboard on the desk,desk,keyboard,plate,000000097922.jpg,11,8,1,598396
One hairy dog with sharp teeth riding with his head out the car window.,dog,window,car,000000160211.jpg,3,14,13,607815
The reflection of a dog putting its head out of a car window.,dog,window,car,000000160211.jpg,5,13,12,608004
a reflection in a side view mirror of a dog hanging out the car ,mirror,dog,car,000000160211.jpg,7,10,14,608907
"Small bowl of dip surrounded by cheese, broccoli, peppers and other items on the plate.",bowl,broccoli,plate,000000466015.jpg,2,9,17,611206
a white dog with his head out of a car window ,dog,window,car,000000160211.jpg,3,11,10,612078
"Chicken, broccoli, and macaroni and cheese served an on orange plate. ",orange,broccoli,plate,000000184951.jpg,12,3,13,612998
"A person holding a bowl of rice, broccoli, carrots, peas and chicken.",person,bowl,broccoli,000000417597.jpg,2,5,9,618583
A piece of cake with a fork and one and a half apples on the plate.,fork,cake,plate,000000119414.jpg,7,4,16,624798
A dessert with cake and apples is on a plate with a fork.,fork,cake,plate,000000119414.jpg,13,4,10,626037
The dog is in the kitchen sink and pizza is on the counter. ,pizza,dog,sink,000000365139.jpg,9,2,7,630220
Four different slices of cake on a paper plate with a plastic spoon,spoon,cake,plate,000000248341.jpg,13,5,9,637196
a toaster oven that has a pizza in it,oven,pizza,toaster,000000335844.jpg,3,7,2,638742
A spoon of peanut butter is on a plate with a banana and cookies.,spoon,banana,plate,000000096327.jpg,2,12,9,639524
A person on a skateboard doing a trick over a bench.,person,bench,skateboard,000000340368.jpg,2,11,5,641985
The carrot cake is on a plate on the table,carrot,cake,plate,000000209570.jpg,2,3,7,650850
a peice of carrot cake that is on a plate,carrot,cake,plate,000000209570.jpg,5,6,11,655650
A plate of food with an apple and bowl of food on the side,apple,bowl,plate,000000131725.jpg,7,9,2,660394
A person riding a horse herds sheep while someone in a vehicle watches.,horse,person,sheep,000000353509.jpg,5,2,8,660859
A view out of a car of a person on horseback herding sheep.,person,sheep,car,000000353509.jpg,9,14,6,661444
A person doing a skateboard trick up a bowl,person,bowl,skateboard,000000387463.jpg,2,9,5,663417
A mini pizza with cheese on a plate with broccoli.,pizza,broccoli,plate,000000155793.jpg,3,10,8,665717
A sandwich is on a plate with a bowl of soup near a glass.,bowl,sandwich,plate,000000118788.jpg,9,2,6,667825
A white plate topped with a slice of apple and a fork.,fork,apple,plate,000000297300.jpg,12,9,3,671945
A bowl of pasta shares a plate with fries and broccoli.,bowl,broccoli,plate,000000289469.jpg,2,11,7,671994
some broccoli noodles in a bowl and fries on a plate,bowl,broccoli,plate,000000289469.jpg,6,2,11,675153
Dog sticking its head out of a car window,dog,window,car,000000307668.jpg,1,9,8,676394
Apple slices and a fork on a plate ,fork,apple,plate,000000297300.jpg,5,1,8,676790
A dog is looking out the window of a car.,dog,window,car,000000307668.jpg,2,7,10,676823
there is a small pizza and broccoli on a plate,pizza,broccoli,plate,000000155793.jpg,5,7,10,677018
A shirtless person cutting a heart shaped cake with a knife.,person,cake,knife,000000495438.jpg,3,8,11,677210
An apple cut into many slices on a plate with a fork.,fork,apple,plate,000000297300.jpg,12,2,9,678806
"A dog with it's mouth open and head next to the window of a car, looking out of the vehicle.",dog,window,car,000000307668.jpg,2,13,16,680912
A person with a laptop on their lap and a dog sleeping on the floor near their feet. ,person,laptop,dog,000000315577.jpg,2,5,11,682855
a plate with a sandwich on it next to a cup of tea,cup,sandwich,plate,000000098385.jpg,11,5,2,687788
"A plate with a steak, broccoli, and french fries with a fork sitting on it.",fork,broccoli,plate,000000228749.jpg,14,7,2,693109
A long haired dog with their face out the window of a car.,dog,window,car,000000189600.jpg,4,10,13,701844
A person sitting next to a dog with it's head out of a window.,person,dog,window,000000540774.jpg,2,7,15,703631
A dog is laying in a chair in front of a book shelf. ,chair,dog,book,000000347650.jpg,7,2,12,705437
A dog looking out a car window that is rolled down.,dog,window,car,000000540774.jpg,2,7,6,705560
A dog is sticking his head out of the car window ,dog,window,car,000000540774.jpg,2,11,10,706307
A person riding a racing bicycle with a banana and sunscreen in their back pocket.,person,bicycle,banana,000000446917.jpg,2,6,9,707418
A dog with his head out the window of the car.,dog,window,car,000000189600.jpg,2,8,11,707535
A dog that has its head out of  car window.,dog,window,car,000000189600.jpg,2,10,9,707856
a dog looking out the window of a car,dog,window,car,000000540774.jpg,2,6,9,708821
A dog hangs its head out the back window of a car.,dog,window,car,000000103127.jpg,2,9,12,709006
Looking at the passenger side mirror to see a dog's head out the window.,mirror,dog,window,000000103127.jpg,6,10,15,709297
Broccoli and beef pizza on a plate for a meal.,pizza,broccoli,plate,000000426777.jpg,4,1,7,710450
A side view mirror hanging off the side of a car door.,door,mirror,car,000000103127.jpg,12,4,11,712402
A person holding a red bowl filled with cake.,person,cake,bowl,000000210103.jpg,2,9,6,713230
a young girl sitting on an airplane holding a plate of cake,cake,airplane,plate,000000452618.jpg,12,7,10,721506
There is a mouse and a cup that is on the desk,cup,mouse,desk,000000118108.jpg,7,4,12,725197
A light tan bowl of broccoli and pasta with a fork.,fork,bowl,broccoli,000000292033.jpg,11,4,6,725751
A plate has a sandwich on it and is next to an apple. ,apple,sandwich,plate,000000248912.jpg,13,5,2,727940
A sandwich with salad and apple served on a plate.,apple,sandwich,plate,000000248912.jpg,6,2,10,728537
"A plate of food with salad, orange slices and a sandwich with cheese, sauce and onions on it.",orange,sandwich,plate,000000147736.jpg,8,12,2,728644
A plate full of food with a fork and a knife.,fork,knife,plate,000000148898.jpg,8,11,2,729527
A turkey sandwich and an apple are on a plate.,apple,sandwich,plate,000000248912.jpg,6,3,10,730775
a close up of a sandwich on a plate near an apple ,apple,sandwich,plate,000000248912.jpg,12,6,9,731165
A sandwich is on the plate and an apple is off to the side.,apple,sandwich,plate,000000248912.jpg,9,2,6,736478
"A man standing on a skateboard on paved area, near people sitting in chair or on ground cover with boxes and bags, and a truck in background.",chair,truck,skateboard,000000227882.jpg,15,27,6,736971
"A cake sitting on a plate with a fork next to it,",fork,cake,plate,000000331712.jpg,9,2,6,747226
The cheese cake is on a plate next to a fork. ,fork,cake,plate,000000331712.jpg,11,3,7,748221
A plate that has a fork and piece of cake on it.,fork,cake,plate,000000331712.jpg,6,10,2,748998
Pieces of broccoli are scattered over a plate of orange pasta.,orange,broccoli,plate,000000503978.jpg,10,3,8,749772
The black dog is asleep next to a person reading a book. ,person,dog,book,000000532693.jpg,9,3,12,753227
"An orange, white and blue toothbrush sitting in a cup.",orange,cup,toothbrush,000000165172.jpg,2,11,7,753434
a dog lays down next to a person reading a book,person,dog,book,000000532693.jpg,8,2,11,755101
A person cutting a cake with a knife.,person,cake,knife,000000186130.jpg,2,5,8,759119
A person holding a bottle while riding a skateboard. ,bottle,person,skateboard,000000303538.jpg,5,2,9,759816
A dog is lying on a bed in an open refrigerator.,bed,dog,refrigerator,000000010324.jpg,7,2,11,765669
A knife that is next to a orange in a bowl.,orange,bowl,knife,000000022775.jpg,8,11,2,767938
A coffee cup is sitting on a desk in front of a keyboard.,cup,desk,keyboard,000000280688.jpg,3,8,13,774002
a black and white dog and an open refrigerator door,door,dog,refrigerator,000000418110.jpg,10,5,9,774137
"Folded red cloth with a plate on top containing a bran muffin, small tin of cream cheese, and a butter knife, behind which are a red apple and a glass of ice water.",apple,knife,plate,000000237277.jpg,30,23,6,774420
A coffee cup sitting on a computer desk in front of a keyboard.,cup,desk,keyboard,000000280688.jpg,3,9,14,775229
A close up of orange chicken on a plate with broccoli and tomatoes. ,orange,broccoli,plate,000000036409.jpg,5,11,9,776034
The dog is being handed a sandwich on a plate,sandwich,dog,plate,000000158806.jpg,7,2,10,778467
A bowl with rice and steamed broccoli next to a bottle of sauce.,bottle,bowl,broccoli,000000551998.jpg,11,2,7,778991
A small dog stands beside an open refrigerator door.,door,dog,refrigerator,000000418110.jpg,9,3,8,779546
A muffin is on a plate with a knife and an apple and ice water in the back ground.,apple,knife,plate,000000237277.jpg,12,9,6,782787
A bowl of broccoli that is on a plate.,bowl,broccoli,plate,000000239005.jpg,2,4,9,785469
A man sitting on a couch by a dog viewing a laptop.,couch,laptop,dog,000000002477.jpg,6,12,9,786223
"A laptop next to a monitor, mouse, keyboard and cell phone.",mouse,laptop,keyboard,000000534081.jpg,8,2,10,787855
"A fork and bowl of broccoli, cauliflower and pork.",fork,bowl,broccoli,000000503137.jpg,2,4,6,789882
A person holding a plate with strawberry cake on it.,person,cake,plate,000000252629.jpg,2,8,5,790345
a desk a laptop a keyboard papers and drinks,desk,laptop,keyboard,000000155591.jpg,2,4,6,792251
Car mirror with dog's head reflected on sunny day.,mirror,dog,car,000000028359.jpg,2,4,1,796509
A desk with a keyboard and a laptop on it.,desk,laptop,keyboard,000000155591.jpg,2,8,5,799004
A small white dog's reflection on a car's side view mirror.,mirror,dog,car,000000028359.jpg,13,4,9,800151
A young person ridding a skateboard between orange cones down a street.,orange,person,skateboard,000000079975.jpg,9,3,7,802018
A child eating a piece of cake on a plate with a fork.,fork,cake,plate,000000500965.jpg,13,7,10,805321
"A waffled surface shows a glass with ice, an aging orange and a plate with a muffin, berries, cream cheese and spoon. ",orange,spoon,plate,000000221911.jpg,13,26,16,805484
A person sits holding a cat near a laptop. ,cat,person,laptop,000000430319.jpg,6,2,9,813773
A woman going to get an orange frisbee from a gray dog at a barbecue.,orange,frisbee,dog,000000293554.jpg,7,8,12,823184
The desk by the window has two laptops and a keyboard on it.,desk,keyboard,window,000000167818.jpg,2,11,5,1849
A person laying down in bed reading a book.,bed,person,book,000000207826.jpg,6,2,9,6146
"A large sandwich on a plate, with a small bowl of potato salad. ",bowl,sandwich,plate,000000489159.jpg,11,3,6,7198
An empty hotel room with a tv and desk with chair.,chair,tv,desk,000000555905.jpg,11,7,9,7598
A bundt cake on a plate by a bowl of fruit.,cake,bowl,plate,000000409099.jpg,4,10,7,10439
Person eating pizza that is on a paper plate.,person,pizza,plate,000000226988.jpg,1,3,9,12055
A fried donut sandwich that's on a plate,donut,sandwich,plate,000000515355.jpg,3,4,9,14632
A cake donut sitting on a plate at a bistro.,donut,cake,plate,000000507312.jpg,3,2,7,15889
A red and white stuffed animal with a tv remote in a bed.,bed,tv,remote,000000049133.jpg,13,9,10,18828
A hand holding a toothbrush is near a cat on a bed.,bed,cat,toothbrush,000000033924.jpg,12,9,5,19035
A bagel sandwich on a square plate next to a fork.,fork,sandwich,plate,000000515355.jpg,11,3,7,20203
A person holding an electric tooth brush next to a cat sleeping on a bed.,bed,cat,person,000000033924.jpg,15,11,2,21174
A pizza sitting on top of a yellow checkered table cloth being cut with a knife and fork.,fork,pizza,knife,000000267694.jpg,19,2,17,21289
A car attached to a trailer with a boat and a surfboard.,boat,surfboard,car,000000041603.jpg,9,12,2,21533
A person aiming the remote at the tv.,person,tv,remote,000000389595.jpg,2,8,5,21712
A knife and fork are digging in to a pizza.,fork,pizza,knife,000000267694.jpg,4,10,2,21844
"A person under a blanket, with a cat laying next to him/her, and holding a toothbrush ",cat,person,toothbrush,000000033924.jpg,9,2,20,21939
A person is holding his toothbrush next to a sleeping cat.,cat,person,toothbrush,000000033924.jpg,11,2,6,22347
"A small desk with a laptop on it, next to a brown chair.",chair,desk,laptop,000000357870.jpg,14,3,6,24440
a plate of food including carrots broccoli and a sandwich ,sandwich,broccoli,plate,000000235787.jpg,10,7,2,25837
A cat sleeping on a bed next to a window in a room. ,bed,cat,window,000000041373.jpg,6,2,10,30593
A simple computer disk and chair with a laptop and mouse on it.,chair,mouse,laptop,000000357870.jpg,7,12,10,31547
a work desk with papers a computer keyboard and mouse,mouse,desk,keyboard,000000230987.jpg,11,3,9,33944
a piece of cake on a plate near a cup of coffee on a table ,cup,cake,plate,000000505754.jpg,10,4,7,36428
A room with a sunny window contains a bed and a desk.,bed,desk,window,000000054334.jpg,9,12,6,38803
A green couch in a living room next to a twin bed under a mirror.,couch,bed,mirror,000000271820.jpg,3,12,15,40339
"A small bedroom with a single bed, a desk with a light on top of it and a window.",bed,desk,window,000000105426.jpg,7,10,20,48428
"A young man sits at a booth with a fork in his hand, and a plate of sandwich with salad in front of him.",fork,sandwich,plate,000000450355.jpg,10,19,17,55113
a desk with a monitor a keyboard and a mouse,mouse,desk,keyboard,000000114187.jpg,10,2,7,61658
A submarine sandwich cut in half on a white plate next to a cup of coffee. ,cup,sandwich,plate,000000540172.jpg,14,3,10,62048
A small pizza on a plate with a fork beside it on a table.,fork,pizza,plate,000000070626.jpg,9,3,6,64189
A person in a baseball hat holds a hot dog to their mouth in a crowded arena.,person,hat,dog,000000074120.jpg,2,6,10,67930
A desk with a laptop computer and a secondary monitor and keyboard.,desk,laptop,keyboard,000000083639.jpg,2,5,13,71762
A person laying in bed in front of a TV.,bed,person,tv,000000132067.jpg,5,2,10,74008
A dog laying in a doggy bed with a cat.,bed,cat,dog,000000133251.jpg,7,10,2,75939
View of water from inside boat near bed window.,bed,boat,window,000000577527.jpg,8,6,9,80053
A cat sleeping on a bed with a small TV in a bedroom.,bed,cat,tv,000000014285.jpg,6,2,10,81813
"A bedroom with a made bed, a dresser, an office chair and a desk.",chair,bed,desk,000000230449.jpg,13,6,16,83640
a sink with running water a mirror and a Godzilla toothbrush holder,mirror,toothbrush,sink,000000000208.jpg,7,11,2,84269
a pizza being cooked in an oven with a clear door,door,oven,pizza,000000453317.jpg,11,7,2,86814
A wedge of crumb cake on a white plate with a fork.,fork,cake,plate,000000054965.jpg,12,5,9,88898
Bed with an orange pillow in the middle against wall next window and table.,orange,bed,window,000000520781.jpg,4,1,12,92477
Blueberry breakfast cake and fork on white plate.,fork,cake,plate,000000054965.jpg,5,3,8,93371
A slice of berry crumble cake on a plate with a fork,fork,cake,plate,000000054965.jpg,12,6,9,94055
a window a picture a gray couch and a door,couch,door,window,000000554618.jpg,7,10,2,98858
"Photo of a living room with a TV on the floor  and one on a stand, a person standing outside the door way.",door,person,tv,000000279524.jpg,23,19,8,99162
A sandwich on a plate near a bowl of chips and glass of water,bowl,sandwich,plate,000000288224.jpg,8,2,5,101250
a person holding a knife with a sandwich on it.,person,sandwich,knife,000000375426.jpg,2,8,5,102958
"A man holds a round yellow plate full of food, with a hand on his keyboard of the arm of the chair he's sitting in.",chair,keyboard,plate,000000305576.jpg,23,17,7,104583
A person in bed watching a video on a laptop.,bed,person,laptop,000000308883.jpg,4,2,10,109569
A person in bed turning off a clock radio.,bed,person,clock,000000552217.jpg,4,2,8,110790
A little boy on a bed with a hat holding a remote.,bed,hat,remote,000000332914.jpg,6,9,12,114818
A bed that is sitting unmade and an open laptop on a desk,bed,desk,laptop,000000392564.jpg,2,14,11,117893
A person laying on a bed with a dog and two cats.,bed,person,dog,000000543719.jpg,6,2,9,122858
a white bed a black chair two lamps and a window,chair,bed,window,000000411872.jpg,6,3,11,124593
a desk with a laptop and a computer monitor near a bed,bed,desk,laptop,000000357604.jpg,13,2,5,128641
A picture of a carrot and a knife on a plate.,carrot,knife,plate,000000251967.jpg,5,8,11,130102
"A room with a flat screen TV, office chair and sink. ",chair,tv,sink,000000518873.jpg,10,7,12,133413
A plate with sliced pizza and a bottle of beer.,bottle,pizza,plate,000000310302.jpg,8,5,2,134427
A cat and a dog lie next to each other on a bed.,bed,cat,dog,000000543719.jpg,13,2,5,140786
A cake sits on a plate with a knife behind it.,cake,knife,plate,000000023320.jpg,2,9,6,141406
A man sitting on a couch with a dog mug and remote control.,couch,remote,dog,000000268670.jpg,6,12,9,141535
a small room with a tv a small desk and a chair,chair,tv,desk,000000097561.jpg,12,6,9,141679
A woman lays on her bed with her dog while using the mirror to take a picture.,bed,mirror,dog,000000429717.jpg,6,13,9,142277
This woman is lying on the bed with her dog and taking a picture in the mirror,bed,mirror,dog,000000429717.jpg,7,17,10,147050
A man sitting on a couch with a cup and a remote in his hands.,couch,cup,remote,000000268670.jpg,6,9,12,148924
a person in bed  eating and holding a bowl of food.,bed,person,bowl,000000171762.jpg,4,2,9,149528
A pizza is shown on a plate with a serving knife.,pizza,knife,plate,000000384822.jpg,2,11,7,153616
a person is holding a white dog and looking at a white cake,person,cake,dog,000000163473.jpg,2,13,7,154258
"A bedroom with a bed, desk, and window.",bed,desk,window,000000452947.jpg,5,7,10,154902
A bed sitting next to a window across from a desk.,bed,desk,window,000000452947.jpg,2,11,7,155091
"A book laying on a bed with wood posts and white fabric tied to the posts, with a view of the woods outside the window.",bed,book,window,000000044989.jpg,6,2,26,156630
"A small room with a bed, a desk, and a big window.",bed,desk,window,000000452947.jpg,6,9,14,159447
A bowl of soup sits before a sandwich on a plate. ,bowl,sandwich,plate,000000389004.jpg,2,8,11,173461
The person hold up the piece of pizza on the plate while on a busy road.,person,pizza,plate,000000412440.jpg,2,8,11,174202
A man kneeling over a white surfboard on the flatbed of a truck.,bed,surfboard,truck,000000031699.jpg,13,8,16,186394
A plate of food that includes a sandwich and shoe string fries.,shoe,sandwich,plate,000000299039.jpg,10,8,2,187308
a bowl of soup with a sandwich sits on a plate,bowl,sandwich,plate,000000051376.jpg,2,7,11,190208
a person laying on a bed reading a book,bed,person,book,000000216944.jpg,6,2,9,190569
A white plate topped with a bowl of soup next to a sandwich and salad.,bowl,sandwich,plate,000000051376.jpg,7,13,3,194354
An open laptop is sitting on a person's bed.,bed,person,laptop,000000290689.jpg,10,8,3,195354
A person sitting in front of a plate with a sandwich and fries on it.,person,sandwich,plate,000000055017.jpg,2,11,8,198642
a person holding up a plate with a slice of pizza,person,pizza,plate,000000444887.jpg,2,11,6,203041
A person laying in bed with his laptop and someone's picture is on the screen.,bed,person,laptop,000000290689.jpg,5,2,8,208134
"A person wearing a hat, shoes, and jeans rides a skateboard.",person,hat,skateboard,000000304596.jpg,2,5,13,210288
"A living area with a desk, laptop and surfboard.",surfboard,desk,laptop,000000221095.jpg,10,6,8,210423
A tv and laptop sit on a desk in a hotel room.,tv,desk,laptop,000000088244.jpg,2,8,4,210921
A person holding up a plate with a slice of pizza.,person,pizza,plate,000000444887.jpg,2,11,6,212386
a person holding a bottle of drink and a hotdog in a napkin at a hot dog stand.,bottle,person,dog,000000445128.jpg,5,2,17,223471
